1.2203 2.62239 0.241342 
2.14956 2.01117 0.23074 
1.30693 0.488027 0.324632 
1.78672 1.16984 0.372431 
1.33358 2.34055 0.27512 
1.18384 2.26464 0.298736 
1.43586 1.42838 0.29557 
1.96305 0.244927 0.263144 
1.17556 3.53923 0.26533 
1.35513 2.40182 0.354546 
1.33931 8.53642 0.298012 
1.70782 1.19405 0.390353 
1.51213 9.27463 0.246389 
1.15958 1.29511 0.340468 
1.24237 2.16019 0.313772 
1.19256 1.39426 0.298691 
1.15074 10.6358 0.263302 
1.39792 5.31965 0.293822 
1.17046 2.39952 0.296412 
1.28904 2.97678 0.235657 
1.17146 12.4199 0.237302 
1.33595 0.444513 0.308263 
1.33295 15.0158 0.296324 
1.19056 1.45489 0.354216 
1.35313 8.43345 0.259202 
1.45034 2.74134 0.389765 
1.16311 1.47052 0.389808 
1.42962 7.94794 0.279553 
1.29873 10.6452 0.255498 
1.44287 2.09022 0.285975 
1.44293 1.67046 0.312733 
1.43097 10.5159 0.286614 
1.26394 0.613729 0.388021 
1.12869 0.573388 0.29131 
2.18617 45.1797 0.298109 
1.48699 0.51181 0.329254 
2.55193 3.16424 0.397805 
1.42663 2.30657 0.235174 
2.0047 0.826694 0.394372 
2.08304 1.76923 0.228272 
1.36958 1.36251 0.395032 
1.19667 3.34666 0.244808 
1.58973 5.99396 0.284958 
1.18323 0.853322 0.234736 
1.4994 1.78832 0.405 
1.52261 1.07619 0.239782 
1.34088 1.57389 0.302322 
1.37406 4.74181 0.265799 
1.24227 0.410645 0.255425 
2.00938 2.35506 0.23304 
1.42685 0.525349 0.388951 
1.15839 0.807051 0.30131 
1.34798 2.62559 0.254624 
1.16334 3.46703 0.28571 
1.81009 5.55124 0.237027 
1.14736 2.8711 0.292988 
1.45563 10.3598 0.296657 
1.26955 1.63362 0.683378 
3.54872 2.74074 0.299563 
1.42068 3.1687 0.402625 
2.78562 0.454333 0.232917 
1.09904 13.7739 0.247824 
1.38002 3.91346 0.233763 
2.36091 5.17237 0.309512 
1.50143 1.78098 0.27878 
1.28621 4.55307 0.229666 
1.71451 21.8164 0.315967 
1.49568 0.330042 0.251924 
2.11097 7.0379 0.301994 
1.41105 3.67088 0.245797 
1.33735 2.00166 0.299895 
1.47966 1.51495 0.283556 
1.55305 0.711627 0.293443 
1.60576 0.271898 0.26505 
1.1937 3.54793 0.28342 
1.56052 2.10677 0.478528 
1.77387 17.4332 0.259344 
1.42458 3.97298 0.274943 
1.54209 6.96048 0.3055 
1.42008 0.968702 0.374079 
1.37559 11.1573 0.279915 
1.24404 4.46593 0.249029 
1.43375 0.937803 0.246682 
1.19418 1.4739 0.232396 
1.32939 15.5703 0.24273 
2.1607 13.1732 0.310229 
1.27337 2.61888 0.277958 
1.28831 2.04936 0.307827 
1.30014 21.0423 0.297516 
1.42842 7.22909 0.284367 
1.15217 7.77875 0.269959 
2.88119 0.842992 0.379188 
1.32779 0.881969 0.324405 
1.21572 0.582209 0.299663 
1.14574 10.3076 0.291796 
2.05105 2.44674 0.277377 
1.10336 0.625775 0.298411 
1.3438 0.105139 0.234483 
1.97755 8.0312 0.2801 
1.25678 0.597752 0.323979 
1.15195 2.44467 0.231395 
1.38822 3.10786 0.293303 
1.44753 1.14593 0.237656 
1.28056 3.75879 0.234267 
1.36079 3.82851 0.39774 
1.28659 19.7518 0.267422 
1.29564 6.6191 0.299938 
1.57586 1.86627 0.471374 
1.41832 6.07978 0.304403 
1.4167 2.64705 0.238936 
1.12244 1.23683 0.255107 
2.11738 4.29264 0.230585 
1.11141 1.67481 0.240771 
2.19043 4.0164 0.298473 
2.05328 4.50863 0.390816 
1.26284 2.85659 0.229564 
2.04697 23.456 0.260128 
1.35975 0.525029 0.310935 
2.38924 4.08057 0.232266 
1.21436 15.2035 0.297496 
1.36206 1.715 0.409714 
1.44562 4.14328 0.312413 
1.29989 7.9809 0.258661 
1.21464 8.31614 0.235495 
2.11004 13.317 0.300509 
1.38532 2.38485 0.233355 
1.57366 2.04746 0.408366 
1.12707 3.235 0.263292 
1.42742 1.77076 0.434603 
1.27521 10.6922 0.296555 
1.24244 2.86209 0.297373 
1.19427 1.14923 0.333245 
1.76745 4.85983 0.253792 
1.70162 0.34953 0.431725 
1.57998 1.04333 0.397403 
1.37234 1.00333 0.307812 
1.63827 2.12701 0.235569 
1.34721 1.06118 0.238452 
3.12058 1.09695 0.228815 
1.44378 2.12063 0.352308 
1.31558 2.15616 0.476203 
1.42348 2.65576 0.451751 
1.18426 1.8823 0.302298 
1.38609 1.33687 0.269486 
1.47228 4.28283 0.235982 
1.40766 1.47434 0.571262 
1.40027 3.0521 0.302986 
1.27675 2.8156 0.23465 
1.231 0.333113 0.349996 
1.19202 0.35916 0.297098 
1.42244 3.2999 0.301787 
1.26748 3.84586 0.31455 
1.65773 11.2763 0.260224 
2.00278 2.57472 0.556105 
1.81928 0.785946 0.400151 
3.60494 1.06667 0.230202 
1.39874 2.30965 0.286983 
2.10029 0.483934 0.251388 
1.4597 4.07127 0.612321 
1.27004 2.65772 0.717828 
3.03521 2.55118 0.476712 
1.14902 1.974 0.305408 
2.18448 16.0848 0.263836 
1.8838 3.11049 0.402305 
1.68982 0.322324 0.260848 
2.06175 10.3694 0.250554 
1.20286 5.23212 0.290737 
1.56906 2.90912 0.294418 
1.34637 2.17201 0.400491 
1.17081 6.71116 0.286822 
1.27489 0.641233 0.297238 
2.35644 0.624713 0.27478 
1.47859 2.07209 0.269989 
1.16605 1.91538 0.353885 
1.38355 3.63915 0.285326 
1.74498 10.997 0.295906 
2.07612 8.89909 0.297561 
1.45965 1.90356 0.394466 
1.45308 1.7236 0.231419 
1.16932 2.48694 0.346451 
1.64958 4.71953 0.295831 
1.1857 0.846274 0.383674 
1.15361 1.87663 0.261464 
1.17538 7.06423 0.293516 
1.47666 8.94983 0.2542 
1.476 1.49934 0.243641 
1.472 2.15882 0.264273 
1.91745 6.92551 0.405521 
1.62893 0.991298 0.397059 
1.4288 1.92006 0.347619 
1.46966 3.31683 0.332046 
1.12365 6.71285 0.298584 
3.1455 6.64704 0.243624 
1.2767 1.30039 0.408662 
1.25675 2.89759 0.236917 
1.45082 2.18297 0.291307 
1.50217 1.92829 0.297001 
1.28378 0.37034 0.291432 
1.14194 4.25655 0.258088 
1.14804 1.49028 0.277234 
1.41229 1.02837 0.399275 
1.39642 5.2108 0.256124 
1.50148 1.25032 0.295452 
2.06432 1.10783 0.247726 
1.50235 14.9836 0.266785 
1.13099 4.67573 0.2618 
1.48406 2.14743 0.393211 
1.41951 1.38381 0.414857 
1.13734 4.24269 0.237851 
1.50317 2.56685 0.29131 
2 0.496489 0.275547 
3.54511 26.2734 0.292617 
1.46687 4.30255 0.238514 
1.67579 0.731931 0.246214 
1.72951 3.55999 0.229283 
1.27784 2.81818 0.231906 
1.34988 2.58587 0.300383 
1.18903 3.15179 0.400998 
1.27921 1.7462 0.290716 
1.38549 2.78255 0.406355 
1.22904 6.32527 0.290275 
3.52488 0.200261 0.230868 
1.18333 0.805999 0.253081 
1.49484 8.8695 0.240093 
1.4565 3.59477 0.302817 
1.19242 2.2855 0.389137 
2.03637 3.22051 0.395324 
1.48047 12.0248 0.296129 
1.23623 4.38375 0.298571 
1.41485 0.525684 0.366338 
2.08784 1.7359 0.240624 
1.43454 4.75894 0.235367 
1.52741 0.519574 0.297882 
1.12216 4.07418 0.296157 
1.81736 1.37267 0.384578 
1.84761 7.81778 0.299277 
1.96483 0.624799 0.545555 
1.37681 3.98768 0.313157 
1.14558 9.42943 0.300497 
1.42162 0.329937 0.271659 
1.12303 4.84117 0.306891 
1.21725 4.28681 0.273788 
1.56477 0.230698 0.283991 
1.82272 2.91364 0.359127 
1.32757 1.33357 0.294683 
1.36671 5.48272 0.292991 
1.48923 0.775359 0.391656 
1.92772 2.78 0.298317 
1.38873 1.22139 0.287585 
1.19778 7.56687 0.316651 
1.45046 0.655283 0.309784 
1.5973 3.70105 0.231567 
2.08898 1.69846 0.461928 
1.69266 3.86778 0.243151 
1.13633 6.50074 0.303973 
1.17812 0.633476 0.340677 
2.08623 0.287398 0.228347 
2.07375 5.69178 0.295795 
1.21474 1.60957 0.351076 
2.18334 1.21723 0.395596 
1.32646 0.627132 0.296248 
1.71209 0.457667 0.242522 
2.07165 3.69533 0.232797 
1.18789 1.60821 0.28619 
1.48946 3.54659 0.243356 
1.46899 3.88206 0.298113 
1.42094 0.512436 0.524316 
1.66739 0.322118 0.232221 
2.1118 0.861493 0.331575 
1.35394 10.9564 0.258541 
1.26656 2.32853 0.400028 
1.15254 2.0512 0.419513 
2.89297 10.0532 0.285367 
1.73564 3.86364 0.247604 
1.44894 2.20338 0.228945 
1.36152 7.88891 0.284212 
1.43601 0.379256 0.231793 
1.42954 2.24958 0.22917 
1.33932 1.47143 0.303524 
1.1945 0.281339 0.226446 
1.56564 4.34375 0.391831 
1.13392 5.68695 0.389366 
1.42512 2.13374 0.304667 
1.25869 12.6576 0.242164 
2.44639 1.99542 0.406069 
1.12623 6.96251 0.295475 
1.38275 3.46082 0.274098 
2.40351 0.704582 0.228106 
1.39484 1.50347 0.339895 
1.1665 8.03161 0.315276 
1.47462 2.31764 0.245592 
1.86158 1.4077 0.401243 
1.23497 1.96616 0.295901 
1.47252 3.06829 0.259756 
1.27483 0.28716 0.288164 
1.30321 10.4763 0.29684 
1.36712 1.27333 0.30084 
1.16934 0.373908 0.298269 
1.36693 0.661154 0.304855 
1.37964 3.82635 0.3051 
1.38905 1.73046 0.352716 
