18.1577 0.220861 1.68661 17.9268 
14.7501 0.228069 4.02857 16.4074 
13.8909 0.216209 3.61206 17.1054 
16.8122 0.220162 1.75953 17.519 
13.8215 0.242929 3.61316 16.5831 
13.3826 0.222341 0.910729 17.4531 
13.3116 0.210617 0.221901 17.6259 
19.4297 0.278801 3.4554 16.8503 
13.7826 0.212961 0.930436 16.4514 
15.4398 0.215559 0.425497 17.0204 
18.4952 0.224716 6.36824 17.5981 
13.4065 0.219441 5.68338 16.3981 
15.256 0.229479 6.33023 16.4541 
18.7575 0.220993 3.92954 16.3545 
14.9539 0.216421 3.75815 16.3506 
13.3996 0.224242 6.20091 18.0371 
13.5028 0.335674 4.8717 17.0371 
18.158 0.244624 3.97309 16.2771 
13.3922 0.246432 3.60852 16.4178 
13.5468 0.210477 6.0587 16.3327 
13.5259 0.222983 1.85078 18.2077 
18.3062 0.232277 3.67427 17.0312 
13.7525 0.21738 3.65001 17.1845 
19.1971 0.223969 3.61561 18.3769 
14.4814 0.21909 3.60794 17.2097 
14.0482 0.220388 3.68456 17.0465 
15.9786 0.215465 0.87605 16.8782 
13.3645 0.220533 5.81009 16.4215 
17.0693 0.220731 3.9498 16.9218 
13.543 0.215714 3.70445 16.4932 
17.0641 0.228582 5.99537 16.4377 
14.6563 0.212879 1.69117 16.9273 
14.629 0.218264 1.74316 16.4516 
14.3505 0.233669 7.02443 16.9619 
17.849 0.226281 1.7588 17.1524 
15.5385 0.225327 3.87214 16.5813 
15.0244 0.222436 6.18972 16.5111 
13.835 0.225187 7.24644 18.066 
13.4202 0.220673 1.70423 16.4526 
14.8776 0.230789 4.25551 16.2064 
13.8287 0.22077 1.75582 17.3186 
23.3064 0.245753 1.71565 16.387 
17.9285 0.221803 3.71967 16.9135 
21.4865 0.215783 4.09159 17.8943 
15.8994 0.223231 3.8249 16.2801 
18.8618 0.231873 3.53603 16.5881 
15.9235 0.224756 3.79967 16.318 
14.4081 0.21895 3.58209 17.7989 
13.7922 0.216177 0.223403 17.312 
13.8614 0.225419 0.913979 16.6619 
15.6658 0.218499 1.758 16.6133 
13.5643 0.223977 0.910485 16.6106 
13.4556 0.216608 1.70287 16.9737 
13.4949 0.224397 0.847711 16.5741 
19.2368 0.249057 0.877238 16.904 
15.3636 0.213293 3.66808 17.0015 
15.0389 0.217482 2.36276 16.6493 
14.2527 0.225514 2.07291 17.3805 
17.0243 0.218193 3.72354 17.7081 
13.6042 0.217322 0.883659 17.2274 
18.6066 0.221199 6.03429 18.3498 
15.0288 0.219789 4.38066 16.7458 
14.6184 0.227803 3.6409 16.4631 
13.8374 0.228002 3.49353 16.3963 
13.89 0.28418 3.35361 16.4803 
14.2884 0.21721 4.24418 16.6715 
21.1686 0.210654 3.7989 17.6567 
14.3404 0.250211 3.50384 16.5479 
21.4839 0.22984 3.91509 17.2858 
15.4012 0.222214 0.150651 17.6564 
13.8685 0.2207 4.27641 16.3285 
14.0083 0.261953 3.62573 19.4368 
14.262 0.218404 6.52466 16.4552 
14.0029 0.331837 4.59687 16.7703 
19.2045 0.338342 6.54422 16.5453 
18.4513 0.217665 1.64539 18.3272 
15.501 0.223588 6.13876 16.4014 
14.9474 0.225256 3.60249 17.2034 
14.6465 0.215206 3.70345 17.3131 
15.473 0.220355 3.97422 17.6302 
15.4089 0.288166 1.78685 17.3511 
13.9272 0.270719 3.70694 17.1494 
14.3862 0.227751 0.913207 21.279 
16.9129 0.339759 7.92544 20.511 
14.9731 0.227891 3.41906 18.2092 
18.6674 0.224039 5.9293 16.4565 
16.6156 0.215988 6.00344 16.4429 
13.773 0.266221 0.916739 16.8798 
19.5843 0.22579 4.22318 16.1993 
14.0316 0.268537 0.917435 17.4919 
14.8399 0.227192 3.48814 16.8515 
20.3035 0.221392 1.72586 16.5686 
15.6803 0.220529 6.19224 16.3964 
21.3518 0.222882 3.77844 17.3643 
15.477 0.223841 3.78429 16.4672 
14.1739 0.219288 1.73395 16.5944 
13.9631 0.22317 0.906907 16.4227 
14.0913 0.385036 7.96732 16.6981 
18.2044 0.221465 0.230493 17.338 
14.8762 0.22055 1.90568 16.8749 
13.8563 0.219949 5.94193 16.2601 
