0.021641 0.042621 0.020069 0.240831 
0.006997 0.024401 0.005264 0.086315 
0.021536 0.040438 0.01956 0.291098 
0.012202 0.022293 0.008937 0.084301 
0.007211 0.017599 0.005504 0.086428 
0.006925 0.018241 0.00684 0.111148 
0.009244 0.023878 0.007371 0.085185 
0.007168 0.016111 0.00838 0.08822 
0.007231 0.018187 0.00713 0.116609 
0.007286 0.017795 0.005666 0.084274 
0.007303 0.017223 0.005102 0.088304 
0.011055 0.023352 0.010254 0.127947 
0.007281 0.014897 0.005157 0.083941 
0.0073 0.021025 0.008525 0.091807 
0.007161 0.0268 0.011979 0.143042 
0.012645 0.025979 0.011679 0.140535 
0.021073 0.01695 0.006652 0.08468 
0.010744 0.022017 0.007734 0.123274 
0.007328 0.018032 0.006885 0.085622 
0.007218 0.018749 0.007549 0.085091 
0.00688 0.0157 0.00704 0.087765 
0.020955 0.042466 0.020327 0.239373 
0.007343 0.024507 0.006339 0.14429 
0.021995 0.01825 0.007017 0.084845 
0.021516 0.036596 0.008372 0.268641 
0.007386 0.020243 0.005773 0.088404 
0.01692 0.015856 0.007601 0.08604 
0.007227 0.018117 0.007263 0.086402 
0.006992 0.017772 0.007396 0.083911 
0.011194 0.022385 0.007673 0.125776 
0.007278 0.020567 0.009234 0.108748 
0.012362 0.015884 0.004195 0.08524 
0.007265 0.019107 0.005946 0.089469 
0.007319 0.016142 0.006853 0.083796 
0.006962 0.020098 0.007329 0.089255 
0.012848 0.028744 0.012107 0.207987 
0.007341 0.019287 0.008921 0.109005 
0.007336 0.016934 0.00732 0.086152 
0.012174 0.066099 0.011886 0.142251 
0.007391 0.017399 0.007108 0.100703 
0.007306 0.016612 0.007112 0.085609 
0.007323 0.021558 0.006611 0.084662 
0.00714 0.015713 0.005515 0.087217 
0.007341 0.018656 0.007428 0.126926 
0.007266 0.01775 0.005675 0.086202 
0.00969 0.020462 0.009389 0.108488 
0.007246 0.017935 0.00741 0.086468 
0.006977 0.017912 0.006932 0.086788 
0.007278 0.018368 0.007621 0.086485 
0.012397 0.026646 0.009139 0.148867 
0.00747 0.017699 0.006757 0.08341 
0.007378 0.039744 0.005087 0.08637 
0.01301 0.024712 0.008941 0.14488 
0.007436 0.017859 0.005254 0.086613 
0.021171 0.114062 0.015613 0.240923 
0.011018 0.032749 0.010564 0.181594 
0.02228 0.01808 0.005487 0.085481 
0.007586 0.034913 0.005828 0.087843 
0.017904 0.035574 0.016372 0.194886 
0.01696 0.032732 0.016325 0.192867 
0.016996 0.033001 0.017031 0.195809 
0.007345 0.01701 0.003526 0.086297 
0.012365 0.028364 0.012009 0.1406 
0.012976 0.027492 0.01243 0.139596 
0.012828 0.026209 0.009823 0.139163 
0.007473 0.020159 0.005763 0.085388 
0.011237 0.024576 0.009968 0.143693 
0.012915 0.025669 0.011561 0.144442 
0.00706 0.015093 0.004138 0.086773 
0.007228 0.018273 0.007005 0.085043 
0.021845 0.016552 0.00695 0.084084 
0.012195 0.026402 0.009239 0.090408 
0.007197 0.018046 0.005808 0.083173 
0.011125 0.023885 0.0101 0.222469 
0.006957 0.017421 0.005228 0.085181 
0.007388 0.018095 0.006722 0.125786 
0.006815 0.015563 0.006642 0.087117 
0.021977 0.018804 0.007321 0.088765 
0.007323 0.016515 0.005867 0.083856 
0.006909 0.027527 0.005445 0.086581 
0.007122 0.015137 0.005171 0.083632 
0.01231 0.027472 0.012375 0.140368 
0.012069 0.019405 0.005726 0.085985 
0.007551 0.017859 0.005875 0.115307 
0.012232 0.028185 0.012293 0.140082 
0.011375 0.024559 0.010423 0.124323 
0.006847 0.018807 0.005525 0.087252 
0.012716 0.015859 0.005815 0.083192 
0.011103 0.025784 0.008018 0.123427 
0.012087 0.025523 0.011896 0.14328 
0.007158 0.018804 0.005758 0.086713 
0.007313 0.017897 0.007333 0.139982 
0.007206 0.031946 0.007265 0.090846 
0.007423 0.019665 0.004321 0.086312 
0.012242 0.02755 0.011358 0.141101 
0.010995 0.022511 0.010216 0.150958 
0.007218 0.019717 0.007147 0.084225 
0.012408 0.018005 0.006424 0.085685 
0.007365 0.017644 0.005791 0.089806 
0.012708 0.023445 0.008926 0.141882 
0.007088 0.015876 0.005172 0.086223 
