92.7213 6.20728 0.45555 
97.378 1.73139 0.447002 
98.3575 6.48247 0.428053 
92.3886 2.43848 0.408062 
95.0285 1.22915 0.408723 
96.2212 0.65662 0.444838 
99.5431 7.35893 0.444743 
94.3997 13.7215 0.395024 
94.9458 6.70118 0.39754 
99.2716 57.168 0.425713 
109.986 12.1752 0.45539 
97.0712 5.26205 0.462022 
108.404 2.20836 0.503294 
100.745 5.96812 0.456772 
95.9818 2.14066 0.406744 
108.835 24.4974 0.393366 
99.7637 5.06763 0.45293 
103.66 2.13426 0.384324 
95.7312 26.9265 0.421288 
96.3448 29.3454 0.465117 
94.7115 1.78761 0.465801 
97.0504 4.38691 0.427026 
103.618 14.2252 0.414223 
108.221 0.405658 0.476395 
96.4506 8.22272 0.398978 
91.5307 7.09517 0.501691 
95.1664 4.7735 0.418473 
97.8941 0.084112 0.396361 
93.7385 900.624 0.456639 
93.6819 2.1991 0.430502 
101.576 12.4407 0.372 
101.937 53.1581 0.479089 
104.732 2.44862 0.382125 
95.1274 27.9964 0.403225 
103.618 17.0214 0.447621 
91.6296 4.45998 0.434437 
96.3388 5.90198 0.457416 
90.9588 2.07974 0.422753 
93.6579 20.1411 0.401052 
91.8994 6.95921 0.43492 
92.8085 1.06491 0.459539 
93.6578 3.3175 0.413898 
95.51 19.6745 0.446842 
93.243 20.2689 0.380394 
96.9828 14.6726 0.381069 
100.006 5.69992 0.748523 
111.676 20.2323 0.383946 
95.6843 1.36126 0.450511 
96.7598 18.4435 0.468458 
106.196 43.0854 0.565546 
131.013 5.34253 0.489333 
96.0116 19.3754 0.454099 
98.5491 12.7418 0.442972 
93.2718 1.10596 0.423528 
106.175 1.76534 0.464704 
94.0089 73.0473 0.486944 
93.395 16.9068 0.412022 
98.6492 9.04566 0.423788 
95.5404 2.83587 0.460381 
94.798 1.38052 0.385837 
96.5014 0.982971 0.395303 
96.8844 30.5478 0.453406 
95.568 3.3781 0.400067 
94.3215 21.387 0.382358 
96.1507 16.9775 0.451776 
95.7817 1.2093 0.383546 
98.2838 3.06656 0.46509 
91.2411 68.7837 0.382644 
96.3352 16.834 0.396902 
96.0946 0.853424 0.438817 
93.8949 5.14317 0.443751 
99.0545 13.9872 0.451613 
97.4922 1.56176 0.462843 
